date,sku_id,units_sold,revenue,unit_price,promo_flag
2010-03-04,84414B,10,59.5,5.95,1
2010-03-04,84447,12,10.2,0.85,1
2010-03-04,84452,24,20.4,0.85,1
2010-03-04,84455,4,3.4,0.85,1
2010-03-04,84456,1,0.85,0.85,1
2010-03-04,84457,13,11.86,1.255,1
2010-03-04,84458,15,12.75,0.85,0
2010-03-04,84459A,12,17.88,1.49,1
2010-03-04,84459B,24,35.76,1.49,1
2010-03-04,84461,6,15.299999999999999,2.55,1
2010-03-04,84465,1,2.95,2.95,1
2010-03-04,84466,5,6.25,1.25,1
2010-03-04,84467,12,153.0,12.75,1
2010-03-04,84469,39,115.05000000000001,2.95,1
2010-03-04,84472,1,45.95,45.95,1
2010-03-04,84507B,2,10.12,5.06,0
2010-03-04,84507C,1,5.06,5.06,0
2010-03-04,84509A,12,45.0,3.75,1
2010-03-04,84510A,36,45.0,1.25,1
2010-03-04,84510B,20,25.0,1.25,1
2010-03-04,84520B,35,34.61,1.012,1
2010-03-04,84533B,1,11.87,11.87,0
2010-03-04,84534B,18,15.299999999999999,0.85,1
2010-03-04,84535B,22,14.3,0.65,1
2010-03-04,84536A,4,3.24,0.81,0
2010-03-04,84536B,22,9.24,0.42,1
2010-03-04,84558A,3,8.850000000000001,2.95,1
2010-03-04,84559A,6,5.1,0.85,1
2010-03-04,84559B,6,5.1,0.85,1
2010-03-04,84559D,6,5.1,0.85,1
2010-03-04,84562A,12,76.32000000000001,6.36,1
2010-03-04,84569B,6,7.5,1.25,1
2010-03-04,84569C,1,2.51,2.51,0
2010-03-04,84569D,6,7.5,1.25,1
2010-03-04,84578,1,3.75,3.75,0
2010-03-04,84580,5,18.75,3.75,0
2010-03-04,84581,1,3.75,3.75,0
2010-03-04,84584,1,2.55,2.55,1
2010-03-04,84592,6,17.700000000000003,2.95,1
2010-03-04,84596B,5,6.25,1.25,1
2010-03-04,84596F,5,6.25,1.25,1
2010-03-04,84596G,1,1.25,1.25,1
2010-03-04,84596L,1,1.25,1.25,1
2010-03-04,84597B,12,15.0,1.25,1
2010-03-04,84597C,12,15.0,1.25,1
2010-03-04,84615,8,15.6,1.95,1
2010-03-04,84616,4,51.0,12.75,1
2010-03-04,84631,6,47.7,7.95,1
2010-03-04,84657,12,19.799999999999997,1.65,1
2010-03-04,84658,1,6.95,6.95,1
2010-03-04,84663A,1,5.95,5.95,1
2010-03-04,84678,24,30.0,1.25,1
2010-03-04,84689,2,11.9,5.95,1
2010-03-04,84692,2,1.62,0.81,1
2010-03-04,84741C,7,15.91,3.08,1
2010-03-04,84755,56,36.4,0.65,1
2010-03-04,84762C,1,8.47,8.47,1
2010-03-04,84770,6,17.700000000000003,2.95,1
2010-03-04,84789,33,102.02000000000001,5.285,1
2010-03-04,84791,8,23.6,2.95,1
2010-03-04,84792,2,9.3,4.65,1
2010-03-04,84817,6,12.600000000000001,2.1,0
2010-03-04,84818,6,15.299999999999999,2.55,1
2010-03-04,84820,2,11.9,5.95,1
2010-03-04,84828,1,2.51,2.51,0
2010-03-04,84832,38,35.54,1.1199999999999999,1
2010-03-04,84836,83,94.81,1.30125,1
2010-03-04,84837,3,38.25,12.75,1
2010-03-04,84839,2,13.5,6.75,1
2010-03-04,84846A,4,16.84,4.21,0
2010-03-04,84849B,7,11.83,1.69,1
2010-03-04,84879,216,365.03999999999996,1.69,1
2010-03-04,84884A,40,141.2,3.67,1
2010-03-04,84909A,20,255.0,12.75,1
2010-03-04,84910A,1,5.95,5.95,1
2010-03-04,84920,1,3.75,3.75,1
2010-03-04,84922,6,25.5,4.25,1
2010-03-04,84931A,6,12.600000000000001,2.1,1
2010-03-04,84931B,6,12.600000000000001,2.1,1
2010-03-04,84932B,8,15.6,1.95,1
2010-03-04,84937,7,23.62,6.56,1
2010-03-04,84946,24,30.0,1.25,1
2010-03-04,84969,6,25.5,4.25,1
2010-03-04,84970L,5,9.469999999999999,1.54,1
2010-03-04,84970S,2,1.7,0.85,1
2010-03-04,84971S,28,27.04,1.255,1
2010-03-04,84975,18,30.42,1.69,1
2010-03-04,84985A,6,8.7,1.45,1
2010-03-04,84985B,3,4.35,1.45,1
2010-03-04,84987,40,58.0,1.45,1
2010-03-04,84988,27,39.15,1.45,1
2010-03-04,84989B,24,13.200000000000001,0.55,1
2010-03-04,84990,48,26.400000000000002,0.55,1
2010-03-04,84991,247,120.98,0.625,1
2010-03-04,84992,169,78.08,0.7000000000000001,1
2010-03-04,84993A,25,10.5,0.42,1
2010-03-04,84993B,24,10.08,0.42,1
2010-03-04,84997B,25,93.75,3.75,1
2010-03-04,84997C,26,97.5,3.75,1
2010-03-04,85008,3,14.850000000000001,4.95,1
2010-03-04,85014A,9,53.550000000000004,5.95,1
2010-03-04,85014B,9,53.550000000000004,5.95,1
2010-03-04,85014C,2,25.44,12.72,0
2010-03-04,85014D,6,35.7,5.95,1
2010-03-04,85016,2,5.02,2.51,0
2010-03-04,85017A,25,21.209999999999997,0.8300000000000001,0
2010-03-04,85017B,2,1.62,0.81,0
2010-03-04,85020,6,12.600000000000001,2.1,1
2010-03-04,85023A,1,2.55,2.55,0
2010-03-04,85023B,2,5.1,2.55,0
2010-03-04,85023C,2,5.1,2.55,0
2010-03-04,85025B,3,4.949999999999999,1.65,1
2010-03-04,85025C,3,4.949999999999999,1.65,1
2010-03-04,85028L,1,16.13,16.13,0
2010-03-04,85031B,3,10.08,3.36,1
2010-03-04,85031C,1,3.36,3.36,1
2010-03-04,85034B,8,32.24,4.03,1
2010-03-04,85034C,4,15.24,3.81,1
2010-03-04,85035A,1,8.47,8.47,0
2010-03-04,85038,1,4.21,4.21,0
2010-03-04,85039B,12,19.799999999999997,1.65,1
2010-03-04,85040A,12,19.799999999999997,1.65,1
2010-03-04,85040B,12,19.799999999999997,1.65,1
2010-03-04,85041,12,19.799999999999997,1.65,1
2010-03-04,85049B,16,20.0,1.25,1
2010-03-04,85049C,1,1.25,1.25,1
2010-03-04,85049D,16,20.0,1.25,1
2010-03-04,85049E,24,30.0,1.25,1
2010-03-04,85049F,25,31.25,1.25,1
2010-03-04,85049G,1,1.25,1.25,1
2010-03-04,85049H,1,1.25,1.25,1
2010-03-04,85054,2,5.9,2.95,1
2010-03-04,85060,2,2.5,1.25,1
2010-03-04,85063,4,81.45,20.3625,1
2010-03-04,85065,10,99.5,9.95,1
2010-03-04,85066,6,76.5,12.75,1
2010-03-04,85067,3,56.849999999999994,18.95,1
2010-03-04,85071A,97,39.43000000000001,1.665,1
2010-03-04,85086A,12,10.2,0.85,1
2010-03-04,85092,6,20.1,3.35,1
2010-03-04,85093,2,5.02,2.51,0
2010-03-04,85099B,164,298.84000000000003,2.23,1
2010-03-04,85099C,52,101.4,1.95,1
2010-03-04,85099F,27,57.17,2.515,1
2010-03-04,85110,144,27.36,0.19,1
2010-03-04,85119,16,27.04,1.69,1
2010-03-04,85123A,141,390.35,2.87,1
2010-03-04,85124A,6,15.299999999999999,2.55,1
2010-03-04,85129C,1,2.51,2.51,0
2010-03-04,85129D,12,15.0,1.25,1
2010-03-04,85131A,6,7.5,1.25,1
2010-03-04,85132A,4,39.8,9.95,1
2010-03-04,85152,4,10.510000000000002,3.1550000000000002,1
2010-03-04,85160A,6,7.5,1.25,1
2010-03-04,85164B,6,51.0,8.5,1
2010-03-04,85174,8,36.8,4.6,1
2010-03-04,85175,16,6.72,0.42,1
2010-03-04,85177,14,13.52,1.255,1
2010-03-04,85178,1,2.51,2.51,0
2010-03-04,85179B,6,27.900000000000002,4.65,1
2010-03-04,85183A,6,22.5,3.75,1
2010-03-04,85183B,6,22.5,3.75,1
2010-03-04,85185B,6,17.700000000000003,2.95,1
2010-03-04,85186A,24,10.08,0.42,1
2010-03-04,85186C,6,2.52,0.42,1
2010-03-04,85187,3,6.66,2.505,1
2010-03-04,85188A,26,22.099999999999998,0.85,1
2010-03-04,85189,24,20.4,0.85,1
2010-03-04,85194L,14,11.899999999999999,0.85,1
2010-03-04,85194S,24,15.600000000000001,0.65,1
2010-03-04,85196,60,33.0,0.55,1
2010-03-04,85197,6,12.600000000000001,2.1,0
2010-03-04,85198,12,10.2,0.85,1
2010-03-04,85199L,24,15.600000000000001,0.65,1
2010-03-04,85200,1,2.51,2.51,0
2010-03-04,85202,25,10.92,0.63,1
2010-03-04,85203,1,0.84,0.84,0
2010-03-04,85205B,1,5.06,5.06,0
2010-03-04,85206A,21,34.64999999999999,1.65,1
2010-03-04,85206B,18,31.409999999999997,1.9919999999999998,1
2010-03-04,85211,1,3.36,3.36,0
2010-03-04,85214,18,29.699999999999996,1.65,1
2010-03-04,85216,24,15.600000000000001,0.65,1
2010-03-04,85217,24,15.600000000000001,0.65,1
2010-03-04,85221,12,15.0,1.25,1
2010-03-04,85222,132,103.2,1.375,1
2010-03-04,85224,13,27.300000000000004,2.1,1
2010-03-04,85226A,12,6.6000000000000005,0.55,1
2010-03-04,85226C,12,6.6000000000000005,0.55,1
2010-03-04,85227,3,2.55,0.85,1
2010-03-04,85231E,6,5.1,0.85,1
2010-03-04,85232B,8,39.6,4.95,1
2010-03-04,90005A,1,2.11,2.11,0
2010-03-04,90120A,1,4.24,4.24,0
2010-03-04,90161A,1,5.09,5.09,0
2010-03-04,90167,12,8.64,0.72,1
2010-03-04,90209B,1,2.11,2.11,0
2010-03-04,90214A,2,2.5,1.25,1
2010-03-04,90214C,2,2.5,1.25,1
2010-03-04,90214D,2,2.5,1.25,1
2010-03-04,90214H,2,2.5,1.25,0
2010-03-04,90214I,2,2.5,1.25,1
2010-03-04,90214J,2,2.5,1.25,1
2010-03-04,90214K,2,2.5,1.25,1
2010-03-04,90214L,2,2.5,1.25,1
2010-03-04,90214M,2,2.5,1.25,1
2010-03-04,90214N,2,2.5,1.25,1
2010-03-04,90214S,2,2.5,1.25,1
2010-03-04,C2,3,150.0,50.0,1
2010-03-04,DOT,1,286.02,286.02,1
2010-03-04,M,12,330.74,53.25666666666667,1
2010-03-04,POST,5,156.0,32.666666666666664,1
2010-03-05,10120,30,6.3,0.21,1
2010-03-05,11001,16,27.04,1.69,1
2010-03-05,15056N,120,594.0,4.95,1
2010-03-05,15056P,3,17.85,5.95,1
2010-03-05,15060b,1,8.47,8.47,0
2010-03-05,16011,24,5.04,0.21,0
2010-03-05,16012,24,5.04,0.21,0
2010-03-05,16156N,25,10.5,0.42,0
2010-03-05,16156S,25,10.5,0.42,0
2010-03-05,16161P,75,31.5,0.42,0
2010-03-05,16168M,1,0.42,0.42,1
2010-03-05,16169M,25,10.5,0.42,0
2010-03-05,16202C,1,5.55,5.55,1
2010-03-05,16236,28,5.88,0.21,1
2010-03-05,17039,500,105.0,0.21,1
2010-03-05,17084J,2,0.42,0.21,0
2010-03-05,17084R,1440,230.4,0.16,1
2010-03-05,17091A,72,27.36,0.38,1
2010-03-05,17091B,36,30.599999999999998,0.85,1
2010-03-05,17091J,36,13.68,0.38,1
2010-03-05,17109A,72,27.36,0.38,1
2010-03-05,17109B,72,27.36,0.38,1
2010-03-05,17109D,74,30.74,1.035,1
2010-03-05,17129D,6,5.1,0.85,1
2010-03-05,17165D,2,2.1,1.05,0
2010-03-05,17181,37,35.66,2.9549999999999996,1
2010-03-05,18097A,1,2.55,2.55,0
2010-03-05,18097C,1,2.55,2.55,1
2010-03-05,18098c,13,65.77999999999999,5.06,0
2010-03-05,20622,4,8.4,2.1,1
2010-03-05,20660,4,5.0,1.25,0
2010-03-05,20670,2,5.9,2.95,1
2010-03-05,20672,1,2.51,2.51,0
2010-03-05,20674,8,10.0,1.25,1
2010-03-05,20675,12,15.0,1.25,1
2010-03-05,20676,17,21.25,1.25,1
2010-03-05,20677,16,20.0,1.25,1
2010-03-05,20681,13,42.25,3.25,1
2010-03-05,20682,2,6.5,3.25,1
2010-03-05,20684,1,3.25,3.25,1
2010-03-05,20685,3,22.47,7.49,1
2010-03-05,20686,2,6.5,3.25,1
2010-03-05,20707,24,30.0,1.25,1
2010-03-05,20711,241,383.95,1.6333333333333335,1
2010-03-05,20712,2,3.9,1.95,1
2010-03-05,20713,201,331.95,1.7999999999999998,1
2010-03-05,20716,10,12.5,1.25,1
2010-03-05,20717,10,12.5,1.25,1
2010-03-05,20718,10,12.5,1.25,1
2010-03-05,20719,30,25.5,0.85,1
2010-03-05,20723,20,17.0,0.85,1
2010-03-05,20724,20,17.0,0.85,1
2010-03-05,20725,60,99.0,1.65,1
2010-03-05,20726,20,33.0,1.65,1
2010-03-05,20727,30,49.5,1.6499999999999997,1
2010-03-05,20728,12,19.8,1.65,1
2010-03-05,20729,12,15.0,1.25,1
2010-03-05,20730,10,12.5,1.25,1
2010-03-05,20731,10,12.5,1.25,1
2010-03-05,20734,2,2.51,1.255,1
2010-03-05,20735,1,1.66,1.66,1
2010-03-05,20747,1,14.95,14.95,1
2010-03-05,20749,4,31.8,7.95,1
2010-03-05,20750,2,15.9,7.95,1
2010-03-05,20754,6,12.600000000000001,2.1,1
2010-03-05,20755,36,30.599999999999998,0.85,1
2010-03-05,20758,36,30.599999999999998,0.85,1
2010-03-05,20759,36,30.599999999999998,0.85,0
2010-03-05,20761,1,3.75,3.75,1
2010-03-05,20762,4,15.0,3.75,1
2010-03-05,20763,1,3.75,3.75,1
2010-03-05,20764,1,3.75,3.75,1
2010-03-05,20765,5,18.75,3.75,1
2010-03-05,20767,36,75.60000000000001,2.1,1
2010-03-05,20768,36,75.60000000000001,2.1,1
2010-03-05,20769,36,75.60000000000001,2.1,1
2010-03-05,20770,37,78.15,2.325,1
2010-03-05,20771,1,2.55,2.55,1
2010-03-05,20772,36,75.60000000000001,2.1,1
2010-03-05,20774,1,1.65,1.65,1
2010-03-05,20775,1,1.65,1.65,1
2010-03-05,20776,2,3.3,1.65,1
2010-03-05,20777,2,3.3,1.65,1
2010-03-05,20778,1,1.65,1.65,1
2010-03-05,20798,4,8.4,2.1,1
2010-03-05,20804,1,3.36,3.36,0
2010-03-05,20828,3,7.6499999999999995,2.55,1
2010-03-05,20854,7,11.549999999999999,1.65,1
2010-03-05,20869,2,2.5,1.25,1
2010-03-05,20871,1,4.21,4.21,0
2010-03-05,20886,18,35.099999999999994,1.95,1
2010-03-05,20889,3,8.850000000000001,2.95,1
2010-03-05,20902,1,6.35,6.35,1
2010-03-05,20914,18,53.10000000000001,2.9500000000000006,1
2010-03-05,20931,1,3.75,3.75,1
2010-03-05,20932,2,7.5,3.75,1
2010-03-05,20933,1,3.75,3.75,1
2010-03-05,20934,2,10.9,5.45,1
2010-03-05,20969,5,22.62,5.6850000000000005,1
2010-03-05,20971,24,30.0,1.25,1
2010-03-05,20972,12,15.0,1.25,1
2010-03-05,20975,48,31.200000000000003,0.65,1
2010-03-05,20976,6,7.68,1.28,0
2010-03-05,20978,50,62.5,1.25,1
2010-03-05,20979,48,60.0,1.25,1
2010-03-05,20980,3,3.75,1.25,1
2010-03-05,20981,12,10.2,0.85,1
2010-03-05,20982,12,10.2,0.85,1
2010-03-05,20983,12,10.2,0.85,1
2010-03-05,20986,8,13.78,1.88,1
2010-03-05,20990,1,1.95,1.95,1
2010-03-05,20993,11,9.35,0.85,1
2010-03-05,21033,40,80.0,2.0,1
2010-03-05,21034,6,5.699999999999999,0.9499999999999998,0
2010-03-05,21035,17,50.150000000000006,2.9500000000000006,1
2010-03-05,21038,4,11.8,2.95,1
2010-03-05,21041,3,8.850000000000001,2.95,1
2010-03-05,21043,2,11.9,5.95,1
2010-03-05,21051,7,14.700000000000001,2.1,1
2010-03-05,21062,12,10.2,0.85,1
2010-03-05,21066,1,1.25,1.25,1
2010-03-05,21067,1,1.25,1.25,1
2010-03-05,21068,24,30.0,1.25,1
2010-03-05,21070,1,1.25,1.25,1
2010-03-05,21071,13,16.25,1.25,1
2010-03-05,21080,18,15.299999999999999,0.85,1
2010-03-05,21084,6,9.959999999999999,1.66,0
2010-03-05,21085,12,7.800000000000001,0.65,1
2010-03-05,21090,6,9.959999999999999,1.66,0
2010-03-05,21091,12,10.2,0.85,1
2010-03-05,21098,1,2.51,2.51,1
2010-03-05,21100,52,65.8,1.4833333333333332,1
2010-03-05,21106,1,2.95,2.95,1
2010-03-05,21107,1,2.95,2.95,1
2010-03-05,21108,10,28.009999999999998,3.8049999999999997,1
2010-03-05,21109,1,6.75,6.75,1
2010-03-05,21110,2,13.5,6.75,1
2010-03-05,21111,1,2.95,2.95,1
2010-03-05,21112,1,2.95,2.95,1
2010-03-05,21114,10,12.5,1.25,1
2010-03-05,21115,20,122.2,6.35,1
2010-03-05,21116,4,30.360000000000003,7.590000000000001,0
2010-03-05,21125,24,30.0,1.25,1
2010-03-05,21126,25,31.25,1.25,1
2010-03-05,21135,9,15.209999999999999,1.69,1
2010-03-05,21136,16,27.04,1.69,1
2010-03-05,21155,4,8.4,2.1,1
2010-03-05,21156,66,113.7,1.8499999999999999,1
2010-03-05,21160,2,2.9,1.45,1
2010-03-05,21163,1,1.45,1.45,1
2010-03-05,21166,492,695.4,1.6749999999999998,1
2010-03-05,21171,3,4.35,1.45,1
2010-03-05,21172,2,2.9,1.45,1
2010-03-05,21173,3,4.949999999999999,1.65,1
2010-03-05,21174,289,405.15,1.6749999999999998,1
2010-03-05,21175,493,742.5,1.8966666666666667,1
2010-03-05,21181,301,456.42,1.8966666666666667,1
2010-03-05,21188,6,17.700000000000003,2.95,1
2010-03-05,21203,2,6.72,3.36,0
2010-03-05,21207,12,19.799999999999997,1.65,1
2010-03-05,21210,24,34.8,1.45,1
2010-03-05,21212,124,68.2,0.55,1
2010-03-05,21213,72,39.6,0.55,1
2010-03-05,21214,12,17.4,1.45,1
2010-03-05,21216,5,24.75,4.95,1
2010-03-05,21217,2,19.9,9.95,1
2010-03-05,21218,7,26.25,3.75,1
2010-03-05,21232,72,90.0,1.25,1
2010-03-05,21238,8,6.8,0.85,1
2010-03-05,21239,16,13.6,0.85,1
2010-03-05,21240,8,6.8,0.85,1
2010-03-05,21241,8,6.8,0.85,1
2010-03-05,21243,8,13.52,1.69,1
2010-03-05,21246,6,29.700000000000003,4.95,1
2010-03-05,21251,3,17.73,5.91,0
2010-03-05,21253,2,5.9,2.95,1
2010-03-05,21257,1,7.95,7.95,1
2010-03-05,21258,5,89.22999999999999,19.119999999999997,1
2010-03-05,21259,6,49.24,9.335,1
2010-03-05,21260,1,3.25,3.25,1
2010-03-05,21274,3,38.25,12.75,1
2010-03-05,21275,4,59.8,14.95,1
2010-03-05,21278,1,2.55,2.55,1
2010-03-05,21279,1,2.55,2.55,1
2010-03-05,21280,1,2.55,2.55,1
2010-03-05,21285,2,4.2,2.1,1
2010-03-05,21300,2,25.5,12.75,1
2010-03-05,21307,2,4.2,2.1,1
2010-03-05,21311,2,4.2,2.1,1
2010-03-05,21313,12,10.2,0.85,1
2010-03-05,21314,16,33.6,2.1,1
2010-03-05,21319,36,52.199999999999996,1.45,1
2010-03-05,21324,6,17.700000000000003,2.95,1
2010-03-05,21327,3,4.949999999999999,1.65,1
2010-03-05,21328,3,10.08,3.36,0
2010-03-05,21330,3,10.08,3.36,0
2010-03-05,21333,4,11.8,2.95,1
2010-03-05,21354,6,7.5,1.25,1
2010-03-05,21358,12,15.0,1.25,1
2010-03-05,21363,8,39.6,4.95,1
2010-03-05,21364,2,13.5,6.75,1
2010-03-05,21370,1,6.35,6.35,1
2010-03-05,21380,1,2.95,2.95,1
2010-03-05,21381,12,20.28,1.69,1
2010-03-05,21383,18,11.700000000000001,0.65,1
2010-03-05,21391,1,2.1,2.1,1
2010-03-05,21410,1,4.25,4.25,1
2010-03-05,21411,34,90.42,3.4050000000000002,1
2010-03-05,21414,1,4.21,4.21,0
2010-03-05,21421,12,15.0,1.25,1
2010-03-05,21424,2,11.82,5.91,0
2010-03-05,21427,5,21.049999999999997,4.21,1
2010-03-05,21429,10,16.5,1.65,1
2010-03-05,21431,5,8.25,1.6499999999999997,1
2010-03-05,21432,5,29.75,5.95,1
2010-03-05,21437,5,18.75,3.75,1
2010-03-05,21439,12,15.0,1.25,1
2010-03-05,21444,4,15.0,3.75,1
2010-03-05,21448,27,44.55,1.6499999999999997,1
2010-03-05,21457,5,6.25,1.25,1
2010-03-05,21462,2,13.5,6.75,1
2010-03-05,21465,1,3.75,3.75,1
2010-03-05,21466,1,3.75,3.75,1
2010-03-05,21467,2,7.5,3.75,1
2010-03-05,21469,6,22.5,3.75,1
2010-03-05,21470,6,22.5,3.75,1
2010-03-05,21471,19,71.25,3.75,1
2010-03-05,21472,13,48.75,3.75,1
2010-03-05,21481,2,11.82,5.91,1
2010-03-05,21494,8,25.419999999999998,3.8049999999999997,1
2010-03-05,21495,25,10.5,0.42,0
2010-03-05,21497,25,10.5,0.42,0
2010-03-05,21498,25,10.5,0.42,0
2010-03-05,21499,25,10.5,0.42,0
2010-03-05,21500,25,10.5,0.42,0
2010-03-05,21504,14,5.88,0.42,1
2010-03-05,21506,12,5.04,0.42,1
2010-03-05,21508,12,5.04,0.42,1
2010-03-05,21518,12,5.04,0.42,1
2010-03-05,21519,12,5.04,0.42,1
2010-03-05,21523,1,13.57,13.57,1
2010-03-05,21524,16,120.6,9.693999999999999,1
2010-03-05,21529,1,3.45,3.45,1
2010-03-05,21530,1,2.95,2.95,1
2010-03-05,21531,6,15.299999999999999,2.55,1
2010-03-05,21533,3,14.850000000000001,4.95,1
2010-03-05,21535,19,48.449999999999996,2.55,1
2010-03-05,21536,1,2.1,2.1,1
2010-03-05,21537,8,34.0,4.25,1
2010-03-05,21539,3,14.850000000000001,4.95,1
2010-03-05,21541,12,10.2,0.85,1
2010-03-05,21542,13,11.86,1.255,1
2010-03-05,21544,26,22.099999999999998,0.85,1
2010-03-05,21547,2,5.9,2.95,1
2010-03-05,21548,4,11.8,2.9500000000000006,1
2010-03-05,21549,1,2.95,2.95,1
2010-03-05,21550,1,5.95,5.95,1
2010-03-05,21553,1,5.95,5.95,1
2010-03-05,21557,1,5.74,5.74,0
2010-03-05,21559,13,33.15,2.55,1
2010-03-05,21561,6,15.299999999999999,2.55,1
2010-03-05,21576,1,2.25,2.25,1
2010-03-05,21577,8,18.0,2.25,1
2010-03-05,21580,2,10.12,5.06,0
2010-03-05,21581,8,18.0,2.25,1
2010-03-05,21590,3,3.75,1.25,0
2010-03-05,21592,5,6.25,1.25,0
2010-03-05,21593,3,3.75,1.25,0
2010-03-05,21612,12,35.400000000000006,2.95,1
2010-03-05,21621,2,17.0,8.5,1
2010-03-05,21622,10,49.5,4.95,1
2010-03-05,21625,4,27.8,6.95,1
2010-03-05,21634,24,30.0,1.25,1
2010-03-05,21637,36,45.0,1.25,1
2010-03-05,21638,2,4.2,2.1,1
2010-03-05,21643,2,2.5,1.25,1
2010-03-05,21647,2,4.2,2.1,1
2010-03-05,21661,1,5.95,5.95,1
2010-03-05,21662,1,5.95,5.95,1
2010-03-05,21663,1,5.95,5.95,1
2010-03-05,21667,3,50.849999999999994,16.95,1
2010-03-05,21672,26,32.5,1.25,1
2010-03-05,21679,2,1.7,0.85,1
2010-03-05,21686,1,39.95,39.95,1
2010-03-05,21690,4,15.0,3.75,1
2010-03-05,21700,28,54.28,6.946000000000001,1
2010-03-05,21713,4,8.4,2.1,1
2010-03-05,21714,4,5.0,1.25,1
2010-03-05,21715,8,20.4,2.55,1
2010-03-05,21716,8,20.4,2.55,1
2010-03-05,21718,12,15.0,1.25,1
2010-03-05,21731,14,23.099999999999998,1.65,1
2010-03-05,21735,2,25.5,12.75,1
2010-03-05,21746,12,15.0,1.25,1
2010-03-05,21747,12,15.0,1.25,1
2010-03-05,21749,18,37.800000000000004,2.1,1
2010-03-05,21750,6,12.600000000000001,2.1,1
2010-03-05,21754,27,151.65,5.783333333333334,1
2010-03-05,21755,2,11.9,5.95,1
2010-03-05,21756,3,17.85,5.95,1
2010-03-05,21758,1,6.45,6.45,1
2010-03-05,21768,3,44.849999999999994,14.95,1
2010-03-05,21770,5,24.75,4.95,1
2010-03-05,21773,1,2.51,2.51,0
2010-03-05,21774,1,2.51,2.51,0
2010-03-05,21775,1,2.51,2.51,0
2010-03-05,21777,4,31.8,7.95,1
2010-03-05,21781,2,29.9,14.95,1
2010-03-05,21785,24,20.4,0.85,1
2010-03-05,21786,1,0.81,0.81,0
2010-03-05,21789,2,1.7,0.85,1
2010-03-05,21790,1,1.66,1.66,0
2010-03-05,21792,5,33.75,6.75,1
2010-03-05,21793,1,6.75,6.75,0
2010-03-05,21794,3,20.25,6.75,1
2010-03-05,21811,1,2.51,2.51,0
2010-03-05,21832,2,3.3,1.65,1
2010-03-05,21836,3,15.120000000000001,5.6850000000000005,1
2010-03-05,21843,2,21.9,10.95,1
2010-03-05,21844,6,17.700000000000003,2.95,1
2010-03-05,21846,1,4.95,4.95,1
2010-03-05,21850,1,4.95,4.95,1
2010-03-05,21851,1,4.95,4.95,1
2010-03-05,21865,4,8.4,2.1,1
2010-03-05,21867,4,5.0,1.25,1
2010-03-05,21868,12,15.0,1.25,1
2010-03-05,21869,12,15.0,1.25,1
2010-03-05,21870,2,2.5,1.25,1
2010-03-05,21871,24,30.0,1.25,1
2010-03-05,21875,12,15.0,1.25,1
2010-03-05,21877,12,15.0,1.25,1
2010-03-05,21889,84,105.0,1.25,1
2010-03-05,21890,8,29.520000000000003,4.923333333333333,1
2010-03-05,21892,12,15.0,1.25,1
2010-03-05,21896,1,4.21,4.21,0
2010-03-05,21897,3,8.850000000000001,2.9500000000000006,1
2010-03-05,21898,1,2.95,2.95,1
2010-03-05,21900,1,0.65,0.65,1
2010-03-05,21901,4,2.6,0.65,1
2010-03-05,21902,2,1.3,0.65,1
2010-03-05,21903,288,403.2,1.4,1
2010-03-05,21905,288,429.12,1.49,1
2010-03-05,21906,4,27.0,6.75,1
2010-03-05,21908,492,740.4000000000001,1.795,1
2010-03-05,21911,6,9.899999999999999,1.65,1
2010-03-05,21912,4,15.0,3.75,1
2010-03-05,21913,4,15.0,3.75,1
2010-03-05,21928,100,165.0,1.65,1
2010-03-05,21929,220,369.0,1.8499999999999999,1
2010-03-05,21931,13,25.35,1.95,1
2010-03-05,21932,6,17.7,2.95,1
2010-03-05,21933,15,44.25,2.9500000000000006,1
2010-03-05,21934,13,24.869999999999997,2.505,1
2010-03-05,21935,1,1.65,1.65,1
2010-03-05,21936,15,44.25,2.9500000000000006,1
2010-03-05,21937,6,17.7,2.95,1
2010-03-05,21947,1,2.51,2.51,0
2010-03-05,21948,2,5.02,2.51,0
2010-03-05,21949,1,2.51,2.51,0
2010-03-05,21955,8,96.4,12.354000000000001,1
2010-03-05,21972,1,2.98,2.98,1
2010-03-05,21974,14,23.36,2.47,1
2010-03-05,21975,27,14.850000000000001,0.55,1
2010-03-05,21976,25,13.750000000000002,0.55,1
2010-03-05,21977,28,16.130000000000003,0.7325,1
2010-03-05,21980,96,27.839999999999996,0.29,1
2010-03-05,21983,96,27.839999999999996,0.29,1
2010-03-05,21985,96,27.839999999999996,0.29,1
2010-03-05,21987,12,7.800000000000001,0.65,1
2010-03-05,21988,12,10.2,0.85,1
2010-03-05,21989,12,10.2,0.85,1
2010-03-05,22021,16,26.4,1.65,1
2010-03-05,22027,24,10.08,0.42,1
2010-03-05,22029,24,10.08,0.42,1
2010-03-05,22030,12,5.04,0.42,1
2010-03-05,22035,12,5.04,0.42,1
2010-03-05,22036,12,5.04,0.42,1
2010-03-05,22038,25,10.5,0.42,0
2010-03-05,22040,50,21.0,0.42,0
2010-03-05,22045,50,21.0,0.42,0
2010-03-05,22050,25,10.5,0.42,0
2010-03-05,22052,25,10.5,0.42,0
2010-03-05,22054,6,20.16,3.36,0
2010-03-05,22055,10,19.919999999999998,2.7899999999999996,1
2010-03-05,22059,12,17.88,1.49,1
2010-03-05,22061,2,19.9,9.95,1
